01-DDD-change1d,00-avengers-change_1_day,04-iGMM-change_1day
-0.11_perc,1.54_perc,-1.49_perc
0.00_perc,0.60_perc,
-1.54_perc,1.69_perc,-0.86_perc
1.36_perc,5.26_perc,
0.62_perc,1.20_perc,-1.13_perc
0.88_perc,2.74_perc,2.20_perc
2.21_perc,0.76_perc,0.64_perc
2.27_perc,-0.88_perc,
-0.86_perc,-0.05_perc,
1.27_perc,0.00_perc,3.13_perc
1.64_perc,1.28_perc,
0.26_perc,7.15_perc,-2.17_perc
-0.79_perc,0.39_perc,
1.41_perc,2.97_perc,
0.75_perc,0.69_perc,-0.92_perc
0.69_perc,-0.32_perc,
0.00_perc,-0.47_perc,-2.66_perc
1.66_perc,0.28_perc,-0.05_perc
1.47_perc,2.04_perc,
1.10_perc,1.46_perc,
0.43_perc,-0.29_perc,0.93_perc
1.21_perc,2.70_perc,-2.00_perc
0.00_perc,0.81_perc,
0.00_perc,11.05_perc,
-0.65_perc,3.96_perc,-0.32_perc
0.59_perc,0.37_perc,-0.95_perc
-0.39_perc,0.00_perc,0.41_perc
1.70_perc,2.05_perc,
3.81_perc,1.13_perc,
0.62_perc,4.41_perc,-0.55_perc
1.56_perc,1.03_perc,-0.58_perc
0.36_perc,2.56_perc,-0.51_perc
2.01_perc,1.52_perc,
0.86_perc,0.88_perc,1.27_perc
0.65_perc,6.79_perc,
-1.53_perc,-2.50_perc,
0.04_perc,5.00_perc,-0.15_perc
-3.50_perc,-0.29_perc,
0.22_perc,3.27_perc,
-0.97_perc,0.00_perc,2.09_perc
0.96_perc,3.91_perc,0.21_perc
-2.78_perc,-3.06_perc,
-1.13_perc,0.62_perc,
1.00_perc,1.06_perc,
-2.79_perc,5.71_perc,
1.23_perc,0.93_perc,-2.72_perc
0.74_perc,1.35_perc,-0.32_perc
1.76_perc,-1.88_perc,-0.16_perc
-3.08_perc,-4.93_perc,
1.54_perc,5.06_perc,
4.25_perc,0.00_perc,-2.74_perc
2.29_perc,-0.43_perc,
-2.17_perc,-0.63_perc,-3.77_perc
1.75_perc,-0.18_perc,-3.02_perc
0.00_perc,-0.76_perc,0.40_perc
-0.63_perc,0.50_perc,
2.44_perc,0.12_perc,
0.66_perc,1.84_perc,-0.65_perc
0.95_perc,1.99_perc,-0.62_perc
2.43_perc,-0.36_perc,1.42_perc
-0.62_perc,0.36_perc,0.09_perc
-0.16_perc,-1.03_perc,
3.05_perc,-0.81_perc,
1.41_perc,0.32_perc,-0.61_perc
0.47_perc,1.77_perc,-0.57_perc
1.83_perc,5.38_perc,
-0.87_perc,0.16_perc,
0.40_perc,3.22_perc,
4.25_perc,-1.01_perc,
4.40_perc,1.77_perc,
-2.15_perc,0.69_perc,-0.25_perc
-1.05_perc,1.49_perc,
1.92_perc,2.34_perc,
-1.07_perc,1.49_perc,-2.59_perc
0.12_perc,2.18_perc,-0.33_perc
-0.48_perc,0.27_perc,
3.87_perc,1.59_perc,-0.62_perc
2.75_perc,10.00_perc,
1.57_perc,-0.78_perc,
-1.73_perc,2.56_perc,
0.53_perc,0.00_perc,
0.52_perc,0.57_perc,-1.07_perc
-1.31_perc,-1.71_perc,
0.67_perc,4.94_perc,2.45_perc
0.70_perc,1.99_perc,0.30_perc
0.00_perc,-1.51_perc,
0.37_perc,0.00_perc,-0.30_perc
1.48_perc,3.36_perc,1.18_perc
-0.22_perc,4.90_perc,
-0.42_perc,2.38_perc,-0.41_perc
-0.35_perc,-1.74_perc,-4.70_perc
1.79_perc,1.59_perc,-3.50_perc
1.97_perc,-1.26_perc,0.13_perc
-0.43_perc,-1.14_perc,
6.94_perc,0.79_perc,-1.26_perc
0.99_perc,-2.02_perc,-1.17_perc
0.31_perc,1.35_perc,
0.45_perc,0.92_perc,
-0.42_perc,-0.76_perc,
3.26_perc,-1.27_perc,
0.69_perc,-1.30_perc,-1.71_perc
0.30_perc,2.01_perc,
2.80_perc,2.04_perc,
0.71_perc,3.15_perc,1.04_perc
-0.54_perc,3.33_perc,
0.00_perc,-2.94_perc,
2.06_perc,3.48_perc,
0.28_perc,0.28_perc,0.85_perc
1.49_perc,0.68_perc,
0.89_perc,-0.54_perc,-10.44_perc
-1.32_perc,0.55_perc,-1.40_perc
2.84_perc,-0.56_perc,-1.73_perc
1.38_perc,-1.88_perc,
0.33_perc,0.72_perc,
0.15_perc,0.00_perc,
1.44_perc,2.43_perc,-14.79_perc
1.97_perc,1.68_perc,
0.08_perc,1.07_perc,1.36_perc
0.23_perc,9.03_perc,0.52_perc
1.16_perc,4.32_perc,
0.00_perc,-0.07_perc,0.59_perc
2.19_perc,1.07_perc,
0.34_perc,0.80_perc,-1.27_perc
0.07_perc,5.79_perc,-2.51_perc
-0.18_perc,4.97_perc,-1.11_perc
0.32_perc,-0.79_perc,
-0.80_perc,-3.87_perc,
-0.74_perc,-0.55_perc,
-0.13_perc,2.38_perc,0.00_perc
2.70_perc,1.68_perc,-0.45_perc
0.34_perc,5.06_perc,-3.18_perc
0.72_perc,-2.01_perc,
-0.66_perc,3.83_perc,0.71_perc
0.89_perc,0.68_perc,-0.89_perc
1.59_perc,5.08_perc,
1.54_perc,1.77_perc,-0.15_perc
1.18_perc,1.70_perc,0.95_perc
0.24_perc,0.29_perc,
2.39_perc,2.85_perc,0.54_perc
1.65_perc,-0.78_perc,-0.94_perc
-0.10_perc,2.33_perc,
0.54_perc,-0.54_perc,
-0.31_perc,2.07_perc,-0.23_perc
0.16_perc,2.86_perc,-0.10_perc
0.88_perc,2.29_perc,-1.63_perc
-0.10_perc,3.86_perc,
0.76_perc,-1.87_perc,0.94_perc
-0.97_perc,-2.72_perc,-3.50_perc
2.87_perc,-1.80_perc,
1.66_perc,2.38_perc,-1.61_perc
1.30_perc,2.64_perc,
1.72_perc,2.91_perc,-2.12_perc
1.64_perc,0.00_perc,
0.95_perc,-0.11_perc,0.78_perc
0.41_perc,-0.50_perc,
2.70_perc,4.48_perc,
1.11_perc,-0.19_perc,-1.43_perc
-0.10_perc,1.49_perc,0.27_perc
0.68_perc,3.43_perc,-0.64_perc
2.47_perc,0.90_perc,
1.45_perc,1.44_perc,
1.72_perc,1.46_perc,1.05_perc
0.65_perc,0.00_perc,
1.16_perc,0.00_perc,0.21_perc
0.23_perc,2.47_perc,
1.84_perc,0.48_perc,
1.77_perc,-0.73_perc,
-1.33_perc,0.00_perc,
0.75_perc,1.17_perc,-3.20_perc
1.86_perc,6.59_perc,1.51_perc
0.22_perc,2.74_perc,
0.76_perc,0.54_perc,-1.16_perc
0.31_perc,8.44_perc,0.00_perc
-0.45_perc,-0.15_perc,-2.22_perc
1.81_perc,-1.18_perc,
1.37_perc,-1.21_perc,1.03_perc
-1.37_perc,3.09_perc,-2.89_perc
0.41_perc,-0.58_perc,
0.62_perc,-0.23_perc,
-1.83_perc,1.75_perc,-2.33_perc
0.58_perc,1.60_perc,
0.35_perc,2.37_perc,-1.13_perc
0.61_perc,0.09_perc,
-0.55_perc,8.12_perc,-2.37_perc
-0.41_perc,0.82_perc,0.18_perc
0.00_perc,1.89_perc,-0.63_perc
2.11_perc,-1.08_perc,
0.50_perc,1.73_perc,0.49_perc
2.97_perc,6.92_perc,
0.79_perc,2.11_perc,
0.55_perc,0.89_perc,0.76_perc
1.35_perc,0.17_perc,-0.91_perc
0.35_perc,-1.81_perc,
-1.24_perc,-0.14_perc,
1.43_perc,-4.10_perc,-0.06_perc
-1.23_perc,-1.82_perc,
-0.15_perc,0.00_perc,-0.88_perc
-1.73_perc,2.13_perc,
1.58_perc,-0.13_perc,0.85_perc
7.00_perc,0.42_perc,0.00_perc
0.91_perc,4.44_perc,
1.09_perc,0.44_perc,
-0.33_perc,1.87_perc,
0.00_perc,1.83_perc,
1.05_perc,2.79_perc,-0.63_perc
-1.55_perc,-2.82_perc,
2.48_perc,0.29_perc,
0.95_perc,4.31_perc,
0.21_perc,-0.66_perc,
-1.19_perc,0.68_perc,1.01_perc
1.49_perc,3.95_perc,
3.75_perc,-0.91_perc,0.70_perc
2.16_perc,-0.54_perc,
0.14_perc,1.60_perc,
0.68_perc,-0.35_perc,
-1.02_perc,0.33_perc,0.22_perc
0.74_perc,3.01_perc,
1.02_perc,5.68_perc,0.39_perc
1.57_perc,4.04_perc,
2.41_perc,0.55_perc,
1.00_perc,0.98_perc,-0.55_perc
0.27_perc,2.06_perc,-1.05_perc
-0.04_perc,0.00_perc,
1.69_perc,2.11_perc,-1.24_perc
-0.30_perc,1.91_perc,
0.06_perc,4.64_perc,2.89_perc
1.09_perc,0.23_perc,-4.59_perc
0.45_perc,3.03_perc,
1.57_perc,0.91_perc,-0.72_perc
1.45_perc,0.00_perc,
2.66_perc,1.79_perc,
-0.31_perc,3.88_perc,-0.85_perc
-0.18_perc,0.00_perc,0.25_perc
2.06_perc,1.26_perc,
0.53_perc,3.34_perc,
2.15_perc,1.77_perc,1.53_perc
-0.04_perc,1.37_perc,
-0.38_perc,-1.43_perc,
-0.49_perc,-1.54_perc,
0.00_perc,3.18_perc,1.84_perc
-2.71_perc,1.50_perc,
-0.17_perc,0.35_perc,-0.14_perc
-1.09_perc,0.71_perc,
-0.18_perc,1.56_perc,-0.26_perc
-0.07_perc,0.00_perc,-0.83_perc
-0.07_perc,-1.30_perc,
0.38_perc,0.06_perc,
0.70_perc,5.10_perc,-0.93_perc
0.05_perc,0.33_perc,-0.20_perc
1.93_perc,-0.70_perc,
0.63_perc,3.61_perc,
0.26_perc,0.51_perc,-0.87_perc
-1.30_perc,1.42_perc,
1.51_perc,-1.26_perc,
2.04_perc,0.08_perc,
0.66_perc,-1.64_perc,
-0.55_perc,-0.38_perc,-1.22_perc
1.52_perc,0.29_perc,-0.43_perc
0.23_perc,-1.46_perc,-2.11_perc
0.82_perc,0.45_perc,-0.22_perc
0.54_perc,0.43_perc,-1.48_perc
3.13_perc,2.39_perc,
-1.57_perc,2.50_perc,
0.19_perc,3.90_perc,
0.44_perc,1.10_perc,
1.59_perc,1.76_perc,
1.63_perc,0.00_perc,
1.79_perc,-5.65_perc,-0.19_perc
2.67_perc,0.28_perc,
-0.95_perc,1.22_perc,-0.42_perc
-0.84_perc,-1.90_perc,-2.96_perc
-0.36_perc,1.56_perc,
4.22_perc,1.15_perc,-0.82_perc
-2.08_perc,2.16_perc,-2.85_perc
0.44_perc,2.63_perc,
-1.83_perc,4.64_perc,-0.30_perc
0.13_perc,0.51_perc,-0.47_perc
3.66_perc,-0.77_perc,
1.63_perc,2.84_perc,-0.90_perc
0.32_perc,2.65_perc,
0.44_perc,1.91_perc,1.34_perc
2.80_perc,2.42_perc,-0.59_perc
-0.20_perc,0.73_perc,
2.94_perc,0.41_perc,
1.65_perc,-0.53_perc,1.38_perc
1.76_perc,1.39_perc,
2.08_perc,-0.95_perc,
1.13_perc,0.96_perc,
-2.00_perc,-10.54_perc,0.19_perc
3.02_perc,-1.26_perc,
0.70_perc,0.94_perc,
6.23_perc,-0.42_perc,
1.16_perc,3.97_perc,-1.90_perc
3.10_perc,-4.75_perc,-2.03_perc
2.16_perc,0.00_perc,-2.76_perc
1.73_perc,-1.13_perc,0.79_perc
1.78_perc,-0.12_perc,-0.65_perc
0.68_perc,4.40_perc,-0.20_perc
0.00_perc,-0.95_perc,3.10_perc
1.41_perc,-1.50_perc,0.32_perc
1.29_perc,3.72_perc,0.60_perc
1.78_perc,1.35_perc,-4.80_perc
1.39_perc,-1.69_perc,-0.56_perc
0.88_perc,0.31_perc,0.29_perc
0.20_perc,2.70_perc,
-1.19_perc,3.62_perc,0.20_perc
-0.69_perc,1.19_perc,-0.07_perc
3.44_perc,1.49_perc,0.00_perc
1.54_perc,0.60_perc,-0.53_perc
-2.02_perc,2.72_perc,0.80_perc
0.24_perc,4.24_perc,-0.48_perc
1.87_perc,0.00_perc,
1.52_perc,1.76_perc,3.17_perc
-0.21_perc,4.87_perc,0.11_perc
-0.09_perc,0.99_perc,-1.76_perc
1.58_perc,1.57_perc,
-0.58_perc,-1.06_perc,1.43_perc
0.68_perc,1.33_perc,
-0.55_perc,0.68_perc,-0.32_perc
-1.47_perc,0.91_perc,
-1.89_perc,0.20_perc,
0.00_perc,1.17_perc,-0.43_perc
2.19_perc,1.25_perc,
4.34_perc,0.82_perc,0.60_perc
2.90_perc,3.22_perc,0.24_perc
0.36_perc,0.00_perc,-1.46_perc
0.80_perc,1.99_perc,
1.02_perc,2.23_perc,
0.52_perc,-1.12_perc,
2.04_perc,0.92_perc,0.63_perc
0.27_perc,1.73_perc,4.19_perc
-1.47_perc,1.80_perc,-1.31_perc
1.61_perc,0.26_perc,-0.81_perc
-0.05_perc,0.88_perc,-3.18_perc
2.95_perc,5.98_perc,0.74_perc
-0.46_perc,0.46_perc,-1.15_perc
2.60_perc,-0.42_perc,
1.00_perc,2.52_perc,
0.55_perc,2.50_perc,0.11_perc
1.63_perc,0.83_perc,8.55_perc
0.37_perc,0.93_perc,
-0.60_perc,5.30_perc,-4.28_perc
0.17_perc,2.22_perc,
2.30_perc,0.24_perc,
4.98_perc,-0.77_perc,0.49_perc
0.57_perc,2.46_perc,0.54_perc
2.53_perc,-2.40_perc,-0.52_perc
4.75_perc,0.77_perc,-0.68_perc
1.60_perc,1.22_perc,
0.82_perc,1.32_perc,
-0.49_perc,0.00_perc,-0.44_perc
2.58_perc,-0.42_perc,-1.48_perc
2.32_perc,2.23_perc,
0.25_perc,1.63_perc,
2.57_perc,2.77_perc,-0.57_perc
0.94_perc,1.12_perc,-0.31_perc
1.34_perc,0.00_perc,-3.30_perc
1.11_perc,0.76_perc,0.65_perc
1.09_perc,-1.24_perc,
0.19_perc,3.39_perc,
0.96_perc,4.44_perc,3.40_perc
1.62_perc,-1.10_perc,-3.05_perc
-3.07_perc,1.26_perc,0.71_perc
1.21_perc,0.75_perc,0.08_perc
0.93_perc,-1.30_perc,
-2.21_perc,1.22_perc,-1.21_perc
0.93_perc,1.24_perc,
0.05_perc,1.97_perc,1.80_perc
0.99_perc,0.40_perc,-1.04_perc
0.97_perc,0.98_perc,
3.32_perc,2.46_perc,
0.20_perc,2.39_perc,-1.15_perc
0.05_perc,1.14_perc,-0.96_perc
0.96_perc,1.12_perc,2.05_perc
3.40_perc,-1.36_perc,-0.17_perc
-1.57_perc,0.00_perc,
0.00_perc,-1.76_perc,0.21_perc
1.83_perc,0.33_perc,
-0.85_perc,1.75_perc,
2.25_perc,4.17_perc,3.58_perc
2.13_perc,2.75_perc,1.16_perc
1.28_perc,1.22_perc,0.00_perc
0.39_perc,2.57_perc,-0.89_perc
-0.77_perc,1.67_perc,-0.99_perc
-0.67_perc,0.34_perc,3.42_perc
1.62_perc,2.78_perc,0.46_perc
-0.54_perc,0.75_perc,-0.08_perc
-0.28_perc,2.43_perc,-0.53_perc
-0.12_perc,2.02_perc,
-0.30_perc,5.55_perc,-0.82_perc
0.00_perc,-0.28_perc,0.10_perc
0.97_perc,2.12_perc,3.97_perc
1.81_perc,1.39_perc,-2.20_perc
0.88_perc,1.34_perc,
1.08_perc,1.15_perc,
-0.98_perc,0.59_perc,
-2.29_perc,4.36_perc,
1.62_perc,7.43_perc,-0.09_perc
0.80_perc,3.90_perc,1.46_perc
0.60_perc,1.69_perc,
0.50_perc,-1.87_perc,0.07_perc
1.27_perc,-1.19_perc,1.92_perc
0.61_perc,1.72_perc,
0.95_perc,1.79_perc,0.70_perc
0.98_perc,3.48_perc,
6.02_perc,-1.58_perc,
0.81_perc,1.24_perc,
-0.24_perc,2.96_perc,-0.50_perc
0.43_perc,2.32_perc,-2.12_perc
0.25_perc,1.81_perc,
3.09_perc,0.62_perc,
1.94_perc,0.59_perc,0.81_perc
1.75_perc,3.65_perc,21.39_perc
0.67_perc,1.06_perc,-0.19_perc
-3.57_perc,1.77_perc,0.00_perc
0.87_perc,2.01_perc,0.15_perc
0.00_perc,0.76_perc,-5.42_perc
-0.03_perc,1.16_perc,-0.25_perc
0.69_perc,1.42_perc,-0.60_perc
1.77_perc,3.84_perc,1.21_perc
0.85_perc,0.92_perc,
1.91_perc,4.14_perc,-0.76_perc
1.73_perc,0.22_perc,
1.44_perc,2.44_perc,-3.38_perc
0.46_perc,-2.91_perc,-0.51_perc
1.26_perc,0.42_perc,-0.91_perc
0.32_perc,1.58_perc,
1.85_perc,2.97_perc,
0.49_perc,-1.81_perc,-0.62_perc
1.51_perc,0.65_perc,-0.10_perc
-2.82_perc,1.66_perc,
0.27_perc,0.20_perc,-0.80_perc
2.62_perc,1.22_perc,0.54_perc
0.51_perc,1.09_perc,
-1.10_perc,4.27_perc,
1.38_perc,2.40_perc,-1.73_perc
2.45_perc,2.73_perc,0.61_perc
-0.82_perc,1.05_perc,-1.33_perc
2.10_perc,2.76_perc,-2.33_perc
-0.20_perc,1.74_perc,
-0.10_perc,-0.25_perc,0.34_perc
1.39_perc,-1.91_perc,
0.00_perc,0.16_perc,2.57_perc
-0.06_perc,2.59_perc,
-0.91_perc,-0.07_perc,0.03_perc
1.45_perc,-2.66_perc,
-2.78_perc,1.48_perc,-0.78_perc
0.00_perc,1.48_perc,
-1.19_perc,-1.06_perc,
1.24_perc,3.80_perc,-0.24_perc
-0.01_perc,-1.10_perc,
2.09_perc,-1.79_perc,-1.36_perc
1.12_perc,5.13_perc,-0.61_perc
2.92_perc,4.40_perc,
0.73_perc,0.69_perc,
4.61_perc,0.76_perc,0.08_perc
0.56_perc,0.57_perc,-1.26_perc
0.79_perc,0.68_perc,
0.00_perc,-0.42_perc,-0.18_perc
0.00_perc,-0.60_perc,-10.37_perc
2.23_perc,1.13_perc,
-0.84_perc,0.72_perc,0.14_perc
-1.25_perc,1.64_perc,
1.45_perc,-0.50_perc,
0.00_perc,3.27_perc,0.32_perc
2.25_perc,-0.09_perc,
-0.27_perc,-1.17_perc,
5.08_perc,-0.19_perc,
3.31_perc,0.83_perc,-1.04_perc
2.50_perc,3.62_perc,0.49_perc
0.00_perc,1.83_perc,
-2.01_perc,0.45_perc,-0.34_perc
5.24_perc,0.88_perc,
4.55_perc,-0.22_perc,-1.51_perc
2.25_perc,2.50_perc,-4.17_perc
-10.28_perc,0.72_perc,
0.35_perc,2.81_perc,-6.30_perc
-3.11_perc,4.93_perc,
3.43_perc,0.00_perc,
1.04_perc,0.00_perc,1.50_perc
0.32_perc,2.32_perc,
-2.88_perc,-2.08_perc,-2.43_perc
1.05_perc,-0.82_perc,3.07_perc
8.61_perc,3.01_perc,
0.00_perc,-8.33_perc,-0.01_perc
0.00_perc,-0.92_perc,2.90_perc
-2.50_perc,3.64_perc,2.54_perc
-1.13_perc,-3.42_perc,0.15_perc
0.56_perc,1.03_perc,-0.36_perc
-0.59_perc,-1.82_perc,1.63_perc
0.00_perc,1.37_perc,-1.06_perc
1.17_perc,-0.18_perc,
0.00_perc,2.21_perc,-2.37_perc
0.50_perc,2.33_perc,-0.21_perc
0.00_perc,0.30_perc,
0.00_perc,2.82_perc,
-0.62_perc,3.71_perc,-0.91_perc
6.08_perc,-2.21_perc,
1.57_perc,-1.05_perc,-5.29_perc
-1.65_perc,-0.25_perc,0.64_perc
-2.74_perc,0.75_perc,0.66_perc
4.14_perc,3.68_perc,-0.39_perc
0.98_perc,0.73_perc,
8.33_perc,2.21_perc,-0.05_perc
2.93_perc,2.34_perc,
4.41_perc,2.61_perc,
1.54_perc,-0.94_perc,0.00_perc
0.00_perc,-1.04_perc,
2.44_perc,2.70_perc,-1.06_perc
0.16_perc,1.26_perc,0.77_perc
-2.24_perc,-0.17_perc,
0.59_perc,2.47_perc,-2.08_perc
1.02_perc,0.00_perc,-1.01_perc
-17.21_perc,-0.02_perc,-1.42_perc
0.15_perc,-0.82_perc,-5.22_perc
0.98_perc,2.65_perc,4.61_perc
3.45_perc,0.15_perc,-0.56_perc
2.28_perc,-0.05_perc,0.51_perc
-6.67_perc,4.12_perc,0.03_perc
2.61_perc,0.32_perc,
1.00_perc,-0.42_perc,
0.30_perc,-1.47_perc,0.00_perc
1.39_perc,-2.90_perc,-0.64_perc
13.70_perc,1.10_perc,-0.78_perc
3.56_perc,3.73_perc,
-1.55_perc,5.11_perc,
0.00_perc,4.99_perc,-0.53_perc
0.46_perc,1.83_perc,0.00_perc
0.25_perc,4.00_perc,1.25_perc
2.35_perc,1.88_perc,
0.00_perc,5.08_perc,
1.79_perc,2.60_perc,-3.99_perc
-8.29_perc,0.74_perc,-3.68_perc
-0.63_perc,0.15_perc,-0.32_perc
3.36_perc,-3.33_perc,-4.66_perc
-1.58_perc,3.32_perc,-0.60_perc
-2.87_perc,-0.60_perc,0.87_perc
0.00_perc,0.31_perc,-3.21_perc
3.31_perc,-1.15_perc,
2.80_perc,1.83_perc,
1.55_perc,0.66_perc,-0.57_perc
-2.94_perc,3.02_perc,
3.12_perc,5.60_perc,
0.33_perc,0.19_perc,
0.83_perc,3.99_perc,
9.95_perc,0.59_perc,-0.93_perc
-2.19_perc,1.05_perc,
1.81_perc,1.99_perc,0.34_perc
0.67_perc,1.25_perc,
5.16_perc,-0.52_perc,0.00_perc
0.00_perc,4.26_perc,5.24_perc
2.42_perc,0.63_perc,-0.34_perc
-0.83_perc,1.91_perc,0.27_perc
-2.76_perc,0.66_perc,
-3.33_perc,-0.32_perc,-1.49_perc
1.87_perc,3.22_perc,
1.42_perc,3.96_perc,
0.29_perc,2.49_perc,
0.68_perc,3.48_perc,-0.61_perc
1.14_perc,1.62_perc,2.66_perc
0.46_perc,2.22_perc,0.86_perc
0.00_perc,-0.21_perc,-0.53_perc
-2.41_perc,2.19_perc,
5.79_perc,1.18_perc,0.30_perc
-1.27_perc,3.03_perc,0.10_perc
0.00_perc,1.64_perc,
-0.31_perc,0.47_perc,-4.42_perc
2.17_perc,-0.19_perc,-0.75_perc
1.79_perc,1.47_perc,0.01_perc
-0.66_perc,0.05_perc,
-1.35_perc,0.61_perc,
-5.96_perc,3.58_perc,-0.28_perc
-0.40_perc,2.27_perc,
-0.74_perc,1.09_perc,
0.00_perc,1.48_perc,
-0.71_perc,0.68_perc,-0.48_perc
-1.53_perc,-4.58_perc,-6.52_perc
0.00_perc,-0.43_perc,2.91_perc
-1.76_perc,3.42_perc,0.45_perc
-0.15_perc,2.68_perc,
1.97_perc,0.41_perc,-2.34_perc
-0.11_perc,-0.15_perc,0.67_perc
-0.81_perc,-0.78_perc,0.05_perc
0.46_perc,0.99_perc,
0.00_perc,3.08_perc,
-0.14_perc,1.28_perc,-0.87_perc
-1.01_perc,-1.03_perc,4.93_perc
-0.25_perc,0.92_perc,
-0.32_perc,3.06_perc,
0.00_perc,0.15_perc,0.14_perc
-0.14_perc,1.44_perc,
-85.71_perc,9.34_perc,
0.00_perc,-0.84_perc,
0.00_perc,0.00_perc,
0.00_perc,2.03_perc,
0.00_perc,1.16_perc,
0.00_perc,1.17_perc,
4.89_perc,-1.52_perc,
-37.69_perc,1.78_perc,
0.00_perc,-2.94_perc,
-2.63_perc,2.76_perc,0.32_perc
0.00_perc,-0.52_perc,0.74_perc
0.00_perc,1.65_perc,
-3.10_perc,-0.29_perc,-0.36_perc
0.00_perc,0.19_perc,1.21_perc
-1.25_perc,0.12_perc,-1.72_perc
2.07_perc,0.00_perc,
-1.32_perc,0.47_perc,0.14_perc
-1.52_perc,2.73_perc,
-0.60_perc,0.83_perc,-0.61_perc
3.17_perc,0.52_perc,
4.80_perc,-2.47_perc,-1.10_perc
0.00_perc,2.08_perc,-0.56_perc
2.35_perc,0.36_perc,2.52_perc
0.00_perc,1.65_perc,-0.04_perc
0.35_perc,1.30_perc,
0.40_perc,1.16_perc,
5.41_perc,2.04_perc,
0.87_perc,-3.53_perc,-0.34_perc
0.00_perc,1.21_perc,
5.81_perc,-1.56_perc,-3.34_perc
-6.67_perc,-0.78_perc,0.52_perc
3.08_perc,4.73_perc,1.14_perc
0.90_perc,0.14_perc,
2.97_perc,0.00_perc,0.00_perc
-0.65_perc,4.63_perc,1.50_perc
-0.67_perc,1.36_perc,0.00_perc
5.17_perc,1.37_perc,
6.22_perc,3.15_perc,1.77_perc
1.23_perc,2.57_perc,-0.55_perc
5.72_perc,0.12_perc,1.65_perc
3.08_perc,0.06_perc,-5.18_perc
3.28_perc,-0.51_perc,
0.00_perc,4.60_perc,1.49_perc
0.83_perc,6.25_perc,1.16_perc
0.82_perc,5.18_perc,1.82_perc
-1.65_perc,1.14_perc,
-3.37_perc,-1.69_perc,
-0.83_perc,-0.99_perc,
0.00_perc,1.48_perc,
1.29_perc,-0.81_perc,
-5.93_perc,0.90_perc,-0.78_perc
0.98_perc,1.71_perc,0.77_perc
0.39_perc,0.77_perc,-5.77_perc
-0.05_perc,1.21_perc,
0.00_perc,1.38_perc,
0.24_perc,-0.34_perc,
0.00_perc,2.19_perc,
-6.15_perc,-0.12_perc,1.41_perc
-0.93_perc,1.05_perc,-1.03_perc
0.00_perc,1.45_perc,-3.82_perc
-3.21_perc,2.36_perc,
4.00_perc,-0.81_perc,
-1.14_perc,2.42_perc,-0.49_perc
0.00_perc,0.11_perc,
1.81_perc,-2.04_perc,1.07_perc
3.72_perc,3.79_perc,-0.19_perc
0.93_perc,1.59_perc,
2.08_perc,-1.20_perc,
5.88_perc,-1.25_perc,
2.27_perc,1.00_perc,
-8.44_perc,-0.07_perc,2.31_perc
1.43_perc,1.29_perc,-0.54_perc
0.00_perc,1.55_perc,
0.61_perc,1.85_perc,
2.64_perc,-2.06_perc,
-5.82_perc,2.67_perc,
1.10_perc,3.70_perc,-5.71_perc
2.00_perc,1.88_perc,
0.00_perc,0.83_perc,0.00_perc
6.95_perc,-3.32_perc,1.05_perc
-7.93_perc,0.00_perc,-0.58_perc
-2.28_perc,0.00_perc,0.60_perc
2.09_perc,4.00_perc,-0.59_perc
-4.47_perc,0.09_perc,0.50_perc
-3.12_perc,3.30_perc,
6.13_perc,0.21_perc,
-6.67_perc,2.31_perc,-0.82_perc
0.40_perc,2.60_perc,-1.31_perc
-1.54_perc,0.00_perc,3.90_perc
6.74_perc,1.04_perc,-2.25_perc
4.13_perc,5.61_perc,0.40_perc
3.72_perc,-0.44_perc,1.12_perc
0.00_perc,-0.24_perc,
4.05_perc,0.84_perc,
5.61_perc,-3.29_perc,
-5.06_perc,0.56_perc,
-5.63_perc,2.40_perc,0.19_perc
-1.43_perc,0.69_perc,
-1.15_perc,-0.68_perc,
1.69_perc,0.00_perc,
2.36_perc,0.04_perc,0.83_perc
-0.46_perc,3.22_perc,0.13_perc
-2.72_perc,0.95_perc,
0.74_perc,0.29_perc,2.63_perc
-4.76_perc,0.75_perc,-0.66_perc
0.00_perc,0.16_perc,
-1.00_perc,-2.23_perc,
-0.58_perc,-0.08_perc,
1.15_perc,0.92_perc,
0.00_perc,-1.10_perc,-0.22_perc
3.81_perc,-1.85_perc,
0.00_perc,2.10_perc,
0.00_perc,-0.37_perc,0.00_perc
1.72_perc,0.00_perc,0.16_perc
0.00_perc,0.23_perc,-0.50_perc
0.00_perc,0.76_perc,-1.96_perc
0.00_perc,3.21_perc,
59.50_perc,3.62_perc,0.42_perc
-5.12_perc,-1.26_perc,0.00_perc
-0.96_perc,4.49_perc,-1.41_perc
0.00_perc,0.67_perc,0.02_perc
-0.23_perc,3.13_perc,
0.00_perc,1.29_perc,-1.57_perc
6.13_perc,1.96_perc,
-7.69_perc,0.76_perc,0.48_perc
4.24_perc,2.56_perc,0.11_perc
2.30_perc,3.53_perc,-0.73_perc
0.00_perc,0.89_perc,-0.68_perc
9.80_perc,0.64_perc,
-2.61_perc,0.90_perc,
-2.60_perc,-0.67_perc,
0.00_perc,1.74_perc,
1.85_perc,0.00_perc,
-0.98_perc,1.30_perc,0.28_perc
1.16_perc,2.64_perc,1.12_perc
-0.92_perc,1.06_perc,1.10_perc
-4.96_perc,-3.01_perc,-1.18_perc
